release_id,title,released,styles,label_id,artist_id
1139087,Boom Da Boom,1999,n/a,2327,1389642
12043,Finger Fuck,2001,House,2511,866
1447190,Cut The Crap,1989,Funk / Contemporary R&B / New Jack Swing,654,158264
1537764,When The Radio Is On,1989,Jazzdance,654,328195
4123359,Fool Wit It / Last Summer,2002,Gangsta / RnB/Swing,112860,3704536
49298,Control Of Sound (Disk 02),2001,Progressive Trance,1999,53069
60534,Encounters / Dark Intent,2002,Progressive House / Trance,1631,7480
2308361,Take You Home With Me A.K.A. Body / Get This Money,2002,n/a,4241,14646
811751,Run To You,1993,House / Euro House,13595,48018
1669101,Love Me The Right Way,1992,House,362,903
492883,Ego Plasm / World War III,1999,Drum n Bass,2399,364720
73190,Send Me An Angel 2001,2001,Breakbeat / Progressive Trance,7133,2864
131065,Rock Dis Room,2001,Trance / Techno / Disco,6687,171713
1097976,Parasite,1985,Funk,1610,112810
92785,Go On Move / I'm The Mad Stuntman,1993,House / Hip Hop,609,7611
165887,Mindgate / Symmetry 2000,1999,Trance,3164,20843
332711,State Of Attraction,1989,RnB/Swing,4196,230547
113782,Good Love,1998,Garage House,312,12528
371802,Let's Stay Together,1985,Italo-Disco,5571,92133
4099454,I See Stars,2000,Breakbeat / Progressive Trance / Freestyle,4727,56400
202186,Zits On Her Tuchis (The Eric Wesenberg Mixes),1999,House,1562,9943
699919,Always Comes Up,2001,Techno / Tech House,2952,64031
542209,Let's Stay Together (Together Forever),2001,n/a,362,219213
102891,Music Lover,1989,House / Experimental / Acid House,654,124860
92537,Don't Stop Bitch / Break Fest,2001,Hard House,10040,1074733
135823,My Dream,2001,Trance / Hard Trance,12899,556623
110422,Echo Of Silence,2003,Progressive House / Breaks / Deep House,11682,82989
158722,Heartbeat,1990,RnB/Swing / Hip-House,8892,32429
113717,Don't Go There / Keep It Burning,2000,Hard House,10040,78511
366693,What'Cha Gonna Do?,1992,Ragga HipHop / Pop Rap,1005,37234
255215,Vampire (Remix),1999,Drum n Bass,21346,4952
3009341,Here Comes The Rain Again,1999,House,17466,56594
78936,Digital Twist,2002,Tech House,9326,61395
114571,Another Monster Jam / (I've Got Your) Pleasure Control,1989,House,297,9074
2471258,Get It Right,2001,n/a,211672,1962086
637195,Off The Wall,2003,n/a,1216,186300
294664,Banjo'd,1993,Progressive House,3043,209170
1741635,Feelin' You Part II / Dance With You,2002,Contemporary R&B,25487,587458
1930062,Down The Ministry,2000,Progressive House / Progressive Trance,446383,52442
17229,The Caller / Urbanology,1999,Jungle,321,1408
3510175,Thieven' Beatz / Back Dat Ass Up!,n/a,Thug Rap,1818,114329
2486645,Jam Da Mace / Reservoir Dogs,1998,Drum n Bass,2630,5469
875602,New Generation,1995,Brit Pop / Indie Rock,28841,92564
16222,Tiger Baby,2000,Deep House / Disco,87,15068
214345,Annihilation,2003,Hard House / Hard Trance,5920,152564
447992,Let's Get Busy,1987,Synth-pop,1000,126306
4983285,Rise From Dirt ,2002,n/a,599828,2950965
477982,Playaz Play,1996,Gangsta,1952,331152
87327,Nightflight,2000,Trance / Progressive Trance,1285,70486
256030,If You Were Here Tonight,2001,House / UK Garage / Garage House,11073,21988
53097,Baby,2000,House / Tech House,2430,4472
527779,Lovey Dovey,1987,New Jack Swing / Rhythm & Blues / Soul,1005,73725
222264,Something To Get Hold Of / Starch,2003,Techno,19335,130091
3001789,Poetry And Emotion,1992,Garage House,256671,2338761
51012,Withe Flow,2000,Techno,12435,40700
66042,Heaven,1999,Trance,5216,53405
653567,Rocket Breaks,n/a,House / Breaks,1818,355
40909,All That Glitters / Maverick,2001,Progressive Trance,4743,33207
101370,Aspect Perspective Vol. 2,2002,Drum n Bass,512,194
73601,Ethnotechno - Sonic Anthropology Volume 1,1994,Goa Trance / Acid / Tribal House,758,194
469017,Holiday Hit Mix '95,1995,House / Techno / Euro House,561,194
6435416,SFO Arrivals 2,2005,Deep House / Downtempo / Tech House / House,14591,194
236201,The Matrix: Music From The Motion Picture,1999,Breakbeat / Alternative Rock / Techno / Industrial,1685,194
2412071,Swollen & Small (Songs Of Neutral Milk Hotel ~ Performed By The Viking Moses!),2007,Alternative Rock / Lo-Fi / Indie Rock,2051,744311
2122802,Justify My Love / The Prayer,2001,Gangsta,4241,211100
6767485,Waterband,2005,Indie Rock / Blues Rock,816365,4298286
244337,Zycho,2002,Hard Trance,62704,20497
634802,Sonic Boom Boy,1988,Synth-pop / Indie Rock,11358,366441
1280701,Hate Th30ry / P01nt Blank,2004,Hard Trance,7331,151851
380120,Untitled,2000,House / Techno / Disco,34428,191229
1762261,Knock-N-Boots,1993,n/a,878,209958
1001784,Girl Danz With Me,1990,RnB/Swing,18344,213139
3644256,Get Ready / F*** Something,2001,Gangsta,19735,348655
3644256,Get Ready / F*** Something,2001,Gangsta,19735,348655
334362,People Get Up!,1992,House / Garage House,4470,31035
72889,Official Chemical,2001,House,821,7212
1108289,Did I Do That,2006,Crunk,2715,329195
1770876,Gangsta Funk,2002,n/a,1866,107771
215451,Body,1999,House,5005,2655
399615,Rainy Season,1983,Alternative Rock / New Wave,4087,139648
77311,Focus On The Beat / Flashback,2002,Hard House,17668,63257
1248361,Happy Hour,2005,n/a,654,122418
1939454,Hot Wheels,2002,n/a,2311,210528
204848,Klymaxx,1986,Electro / Funk / Disco,95369,86694
1186939,Turnin Me On,1993,Soul,61563,1007451
128372,The Origin,1999,Hard House,7328,64696
215597,Ben Pa Ca EP,2003,Tech House,14592,730238
137814,Storm / Zinc,2002,Progressive Trance,7000,103713
145352,Sense,1992,Synth-pop / Alternative Rock,878,84776
3018078,Playing To Win,1984,Pop Rock / Classic Rock,654,267008
1947201,Take It Off / Back Where I Belong,2000,n/a,4241,35746
364618,Love City Groove,1995,House / Hip Hop,7653,69390
1351203,Message Of Love,1995,House,878,12322
508564,Message Of Love,1995,House,878,12322
2093416,Dance To The Music,1986,Synth-pop,681,320521
108075,Stay With Me Till Dawn,1999,Trance / House,297,4535
1997453,Roc La Familia,2003,n/a,1818,50662
2378033,Tight To Def / For Sale,2000,Gangsta,2715,52816
484093,Can't Let You Go,2005,House / Progressive Trance,30736,53326
256716,Zombie's Walk,2000,Hard House,7686,65104
115951,De Bom,1998,House / Progressive House / Hard House,36072,39987
431546,Don't Stop (Funkin' 4 Jamaica),2001,RnB/Swing,750,33534
431546,Don't Stop (Funkin' 4 Jamaica),2001,RnB/Swing,750,33534
201959,So Powerful / Magnifique,2004,Hard House,12743,64579
86866,Let Me Fly,2002,Hard House / Hard Trance,1312,20161
54487,Trouble,2001,Techno,2967,35185
197516,River Of Dreams,1999,House / Hard House,5224,49085
31342,Do You Want Me (Remixes Part 3),2002,House,439,71789
2061079,Brainstorming,1992,n/a,1723,182189
1005426,2 Legit 2 Quit (Mega Mix),1991,Pop Rap,654,36621
536899,Dancin' Machine,1990,n/a,654,36621
450972,You Used To Hold Me,2004,Progressive House,36466,4242
980513,Cosmopolitan Girl,1993,Europop / Euro House / Vocal,87899,446029
730472,The Horn / Don't Panic,2001,Hard House,1818,555430
2123867,When You Love Somebody,1996,Euro House,178715,20899
3507823,Dirty Dirty,2000,n/a,2186,180142
86808,House Builder '99,1999,Trance / Progressive Trance,6618,1194
120501,Progressive Domination / Subterfuge,2001,Progressive House,1818,8758
197866,Spank Your Blank Blank,1977,Disco / Funk,16869,151394
731658,How MC's Do It / The Nicest,1999,n/a,12646,100215
663809,Run The Show / Livin' My Life,2000,n/a,47404,269011
1108006,Movin On (Remix),1998,Contemporary R&B,2311,28738
851950,1 For The Treble...,2001,n/a,8617,235600
759927,Killing Spree,2000,n/a,8617,235600
494914,Back In Love,2005,House,632,233183
1517462,Breathe (Better Days),2003,Neo Soul,4887,154022
66049,Nacca EP,2002,Progressive House,8678,55424
2763476,Rewind / Hip Hop,2005,n/a,338949,63978
2103649,Stepped On My J'z,2008,n/a,796,51368
1565818,Shake It,1997,House / Bass Music / Techno,111932,1302866
86976,Rushin',2001,Trance / Progressive Trance,1311,17261
679911,Seis Neuve,1993,n/a,895,506582
2612869,How Ya' Feelin',2003,n/a,165323,1571106
53996,Coma,2002,Progressive House / Progressive Trance,4743,43789
77247,Womb 13 / Dodge 1,2002,Hard House,4214,62567
128039,In And Out Of My Life,1999,House,98,259
421738,Cruise Control Volume One,2000,Tech House,3903,272
193542,The Musik,1999,Hard House,31316,145954
13949,Royal Flush / High Stakes,2000,Drum n Bass,526,13418
2941573,Keep On /  Done In The Game,2000,n/a,51361,23265
4119756,The Fundamental Elements Of Southtown,1999,Nu Metal,681,41449
1773597,Get It On,2001,Euro House / Italodance,878,41801
402254,Assata's Song,1993,Conscious,19190,51188
250392,Say What / Trippers Holiday,2002,Hard House,1294,63506
149827,Motherf*cker,2002,Hard House,6072,18360
703173,A Lively Mind,2006,Trance / Hip Hop / Progressive Trance,1685,67218
2962639,Take Me Home,2007,n/a,9433,199332
2471228,I Will Follow Him,2001,Trance / Latin,172979,1734790
2158437,You Ain't Did Nothing!!!,2001,n/a,172979,1734790
227578,Doin' It / Perverted-Ness,2001,n/a,22479,66143
2225010,Solitude / Solitaire,1986,Soft Rock / Pop Rock,1000,255473
133191,Co-Da,2003,Progressive House / Progressive Trance,138739,98885
3891629,So Right,2003,House,555,129098
1776244,Menace,2003,Hard Trance,1294,127165
4037785,Lovers Rock,2000,Soft Rock / Downtempo / Lovers Rock,1005,19731
5497,The Remix Series #1,2000,Drum n Bass,710,6394
133426,Man 'With the Voice',2000,Techno,89,15605
132618,Aglets,2003,Progressive House,1618,93234
114688,Dirty Little Number...,1999,Techno,262573,89515
316499,1.K.B.P.M,1987,Electro / Synth-pop / Industrial,13680,44574
7723501,It Feels So Good,1999,Breakbeat / Electro,58203,35679
1175998,Get Out Of My House,1988,Acid House,3208,102519
9332009,Creme Brulee,2003,House / Deep House,6028,138115
790453,Don't Bring Me Down,1994,Garage House,878,43923
175716,Dance,2001,Trance,915,12519
3029094,Stacie Orrico,2003,RnB/Swing,750,144010
60583,Deeper,2001,Future Jazz / Deep House,6151,22119
83717,Is There Anybody Out There,2001,Hard Trance,2037,54684
53680,Next Level,2001,Techno,7457,43353
2289829,Non-Fiction,1978,n/a,6785,307555
892688,The Woman In Red (Selections From The Original Motion Picture Soundtrack),1984,Contemporary R&B / Soundtrack,1723,18956
623020,Raw Dog,1994,Bass Music / Electro,878,128154
1040268,Heavy Heads Disco / Drum Head,1995,Dub / Downtempo,26920,22487
186387,Don't You Forget,2003,House,6702,138914
1432,Crazy Lover / 64 Drums,1998,Drum n Bass,115,1987
140932,Let Me In,2000,Progressive House / Abstract / Progressive Trance / Ambient,13046,60970
482035,Difference,2005,Trance / Hardcore / Hardstyle,44525,334149
97438,Karma / Saturn (Remixes),2001,Breakbeat / Progressive Trance,784,13769
83699,You + Me,1999,House / Trance,1658,20229
228425,Son Of A Bitch / Cotton Mouth,2004,Hard House,7340,112615
159895,France (Disc 2),2000,Progressive Trance,1307,827
177749,Australia,1999,Trance,11564,45539
180927,Brainstorm,2002,Hard Trance,15949,20461
308226,Operation Dragon / The Power,2004,Tech House,1396,72882
869338,All Through The Night,1991,n/a,4304,96826
51414,Bad Temper,1999,Techno,920942,4867
5977915,Crucify,1992,Vocal,681,9902
3886948,Just Can't Get Enough,1993,Progressive House / Trance,2078,902
1877437,Here We Go Again,2000,Hard House,1181,4510798
3445147,I Miss You /w We Cant Lose,2001,Thug Rap / Hardcore Hip-Hop,4887,395018
32319,Electric Love,2000,Trance,6007,12669
1674970,No Line On The Horizon,2009,Alternative Rock / Pop Rock / Arena Rock / Ballad,2311,6520
303683,Nightfall In Sweetleaf,1993,Leftfield / House / Techno / Downtempo,5018,382
339053,Sound Ceased / Outsiders Theme '98 Remix,1998,Drum n Bass,22384,11724
131853,Awaken Abyss / Opera North,2000,Progressive Trance,8368,16174
5780083,Jolly Old Jazz - Jazzy Piano Holiday Favorites,1997,Smooth Jazz,168285,355
147390,Freak Out,2003,Hard House,135276,355
578762,Obsession,2005,Progressive House,38285,410759
587395,Mental Floss For The Globe,1990,Alternative Rock / Funk,362,24101
456086,Mental Relapse,1991,Funk Metal / Pop Rock / Bounce,362,24101
1047866,Hand On The Torch,1993,Acid Jazz,281,10373
627661,And Then There Was Bass,1997,Bass Music,42663,194
1823644,Bend It Like Beckham (Music From The Motion Picture),2003,Soundtrack / Score / Bollywood,81208,194
564843,Clerks (Music From The Motion Picture),1994,Alternative Rock / Soundtrack / Grunge / Spoken Word,17278,194
6767582,Cyberfest 2001: Sounds Of The Digital Revolution Volume 2,2001,Trance / Techno / Tech House / Breakbeat / Drum n Bass / Trip Hop,18910,194
760594,Earplugged 2,1997,Doom Metal / Grindcore / Industrial / Death Metal / Heavy Metal,1541,194
1941956,Feuding Banjos,1973,Bluegrass,101103,194
773976,Monika Force,2005,Electro / Downtempo / Experimental / Vocal,3385,194
1050488,Om: Hip Hop Volume One,2007,n/a,79662,194
284376,Pure Disco,1979,Disco,15604,194
5893,Sudden Scene E.P.,1999,Techno,1115,194
226671,The Funky Precedent,1999,n/a,5114,194
2004726,Top Secret October 2002,2002,Gangsta / Pop Rap,23782,194
310824,USA Records EP,2001,Breakbeat,22041,194
1328860,X-Mix Urban Series 39,n/a,Pop Rap,12099,194
9801,Zoo Rave 1,1992,Hardcore / Techno,12695,194
9801,Zoo Rave 1,1992,Hardcore / Techno,12695,194
1152192,Alien Rock,2003,n/a,65203,155252
191842,The DJ's Calling E.P,2003,House / Tribal House,237774,59235
2391206,Hey Lil Mama,2007,n/a,71518,1905450
4923970,Spiders,2003,Progressive House / Tech House,7041,169945
545029,Spitamatic / Neva Again,2004,n/a,22277,113669
103535,Warrior,2001,Progressive House / Progressive Trance,914,12530
177160,Chilli Sauce,2003,Progressive House,426,8460
30372,Round & Round,2001,Progressive House,426,8460
355327,Put My Hands On You,2003,Hardstyle / Hard Trance,10209,6876163
1551697,Still Of The Night / Don't Turn Away,1987,Hard Rock,821,139982
227119,Big Willie Style,1997,Pop Rap,1866,74169
6527421,Symphony In X Major,2002,n/a,8984,14753
1128286,Rock My World,1997,Euro House,17579,14473
1702240,My Love Will Surround,2002,House / Deep House,6709,2509
3165968,Freeze,2005,n/a,29550,516330
2627513,Don't Keep Me Waiting (Come Back Soon),2005,n/a,9433,181371
2612144,Stone Cold Rhymin',1989,Pop Rap,4304,30024
1064277,Check It Out,1998,Progressive House,27055,71036
461261,Dr. Beat,1995,Euro House,561,189460
692150,Hot Shit,2001,n/a,32982,259481
87866,In The Blue Sky,1998,Trance / Big Beat,3028,10324
412782,0,2000,Indie Rock,819,284091
1572614,Let There Be House,1989,House,895,14468
166833,Revolution,1998,Trance,2037,56563
48110,EP 3.1,2002,Progressive House / Tech House,941,4211
1944008,Good Friday,1995,Ragga HipHop,166509,321142
1268805,Shorty (Got Her Eyes On Me),2000,RnB/Swing,2927,38855
54624,Let's Beuk,2000,Progressive Trance,14345,19690
3628781,The Greatest Of Eddy Arnold,1973,Country,11358,520366
54822,Genau So / Allnighter,1996,Techno,694,3375
422733,Funkfest / Retro Kiss,2005,Hard House / Jumpstyle,1336351,230855
135825,The Cross Of Changes,1993,New Age / Downtempo / Ambient,3109,7717
604307,Feel The Force,2005,Progressive House,55755,133256
638962,Don't Let Me Down Again,1994,Euro House,561,88744
298476,We Hate To Rock!,2001,Hard Trance,1099794,25522
135839,Initiation,1992,Progressive House / Trance / Ambient,5495,1886
1582665,You Don't Have To Worry,1997,Downtempo / Soul,999,34521
7066,Besugo EP,2001,Tech House,1738,8049
59516,Special Brew - Heavy Loungin' EP Pt. 3,2001,n/a,6210,31994
1056126,The Distant Future,2007,Acoustic / Soft Rock / Comedy,77343,725724
246463,Easy To Love,1994,RnB/Swing / House / Garage House,904,45482
48044,Out Of My Mind,2000,Trance,941,27165
318882,Hot Spot,1998,n/a,4241,26592
1535298,Remember Me,2001,Trance / Tribal House,5320,28063
3508105,All Over You,1990,n/a,18344,90591
123057,I Can't Help It,1998,House,7739,2655
210900,Imagination,1992,Trance,13421,154329
2513839,The Corporate World,n/a,Soul,27031,197027
308972,High Fly,2000,Trance,27386,216714
510447,Hot Spot,1988,Freestyle,681,70402
571461,Meet Me In The Middle,1991,RnB/Swing,878,135244
496380,Move In Motion,1994,Progressive House / Progressive Trance,930,30526
16713,Here Be Dragons,2001,Trance,1178,121471
387956,Always Doesn't Mean Forever Every Time,1987,Synth-pop,654,47841
746574,Dance 2 Disco,2005,House,47913,241539
2254379,Street Money,2001,Crunk / Thug Rap / Gangsta / Hardcore Hip-Hop,462388,114822
105726,I Saw,2003,Progressive House / Trance,2994,82793
15438,Siente,2001,Tech Trance / Trance / Progressive Trance,499,14579
92792,Stay (Tonight),1995,Progressive House / House,10925,31036
180433,Sunrise,2001,Trance,10226,45727
1893732,I Should Cheat On You (Remix),1998,RnB/Swing,2859,818274
2706378,Lil Nigga Ain't Mine,2000,n/a,1000,18324
200085,Go / Rock It,2000,Hard House,15831,63257
244434,All Day Long I Dream About Sex / Come To Me,2004,Electro,2186,131271
244434,All Day Long I Dream About Sex / Come To Me,2004,Electro,2186,131271
60542,Useless (I Don't Need You Now),1999,Progressive House / House / Garage House,1784,5917
1503254,Gloria,1996,Soul,878,182333
199837,Jump For Joi (The Millennium Mixes),2000,House,251,15824
1513979,You Light Up My Life,1977,Score,362,290096
9170,Raise Your Glow Stix,2000,Hard Trance,2147,25449
2428103,JoyDontStop,2002,Trance / Hard Trance / Hard House,8354,24946
455833,Scream 4 Life,2005,House,42113,117165
968798,Blindfold Me,2006,n/a,2927,8285
239500,The Kickstar,2001,Hard House,7274,154474
2421566,TV's (24's & Wang) Remix / TV's (23's & Wang),2002,Gangsta,758,321010
81912,Feel What You Want,1994,House,5574,207744
547440,Let It Play,2005,House,11144,146285
751156,Feel Alright!,2006,Progressive House,50383,577489
217198,Rock The Beat,2002,House / Tribal,9667,114557
123277,Like Life,1992,House,297,410811
1762603,Ten Commandments,2003,n/a,651,40347
2225593,Little Jackie Wants To Be A Star,1989,Electro / Latin / Pop Rap,1866,48863
2128639,All Cried Out,1985,Electro / Disco,1866,48863
597121,Can You Feel The Beat,1985,Freestyle,1866,48863
582920,Take Control,1991,Techno,952,4059
384377,Fiesta Santera II,1993,Deep House / Tribal House,8134,56501
980534,The Hop,1993,Bass Music,6553,62134
438371,Time To Go (Gotta Go Go House),1988,House / Hip Hop / Hip-House,293163,17638
430722,The Legalise EP,1995,House,15906,291571
40054,Sudden Journey (Remixes - Ashtrax / Rhythm Assault Groove Monster),2001,Breaks / Progressive Trance,1297,1004
335899,The La Vaina EP,2003,Progressive House,29745,20610
201474,Deep Kiss,1992,House,2859,130339
194293,Fuerza Nueva,1999,Trance,1271,23421
392498,The Boy Is Mine,1998,RnB/Swing,362,41922
809041,Too Hood,2002,RnB/Swing,7837,41922
72242,De Ja Vu,2001,Progressive House,4006,18007
636025,Otherwise,2002,House / Breakbeat / Drum n Bass,157,10398
85129,Rollerblade,1997,House / Tribal House / Deep House,689,37042
1617936,Friday Night,2002,RnB/Swing,710610,198544
459496,Let's Skate (Part 2),2000,Hard House,6515,7001
44210,Series 100 Issue No.1,1999,Progressive Trance,3043,36282
2746237,Blend Famz,2000,Thug Rap,1005,69946
14520,New Years Dub,2001,Progressive House / Breaks / Techno,2335,90417
1517462,Breathe (Better Days),2003,Neo Soul,4887,154022
226644,Dream' In Lab,1999,Trance,2971,22201
365253,Digital Hymn,2000,Trance,29425,5908
466666,Got 2 B Free,1990,House / Italo-Disco,904,73799
315962,Harmony,1999,Trance,5987,107329
134276,Psychopath,2000,Trance,1311,17261
193046,The Bridge,2002,Progressive House / Progressive Trance,1689,100086
39011,Mad World (Remixes),2001,Trance,912,51662
197665,Don't Run Away,1997,Trance,26336,149165
355199,Something Real,2000,UK Garage,3991,16409
135270,Decadence,n/a,Hard Trance,7957,5932
92524,MDMAmazing,2002,Hard Trance,17668,69066
156061,Rhythm And Sex (Remixes),2001,Trance,3074,8336
406753,This Is Hot,1979,Disco,5761,69199
3093415,Free Di Youth / Teach The Children,1994,Dancehall,1005,43020
149827,Motherf*cker,2002,Hard House,6072,18360
446116,It's The Powder,2005,Trance,7746,290087
2962639,Take Me Home,2007,n/a,9433,199332
329992,Be My Friend,1992,House / Downtempo,2769,182290
98776,America We're Still #1,1982,Soul / Disco,4776,48683
44030,Get Up Stand Up,1997,House,3005,11052
704814,Swing Your Own Thing (Remix),1994,n/a,177742,108619
343549,What'cha Wanna Do,1998,RnB/Swing,6,356428
83534,Aura,1999,Trance,639,479619
198073,The Lover That You Are (Remix 2000),1998,Progressive House / House / Tribal House,5224,130643
40788,The Lover That You Are,1996,House,5224,130643
730373,Mr. Right,2000,House,869,90084
1170722,Snake (Remix),2003,RnB/Swing,80066,14646
300298,Instant Moments (Waiting For),1998,Hard Trance / Progressive Trance,5005,16418
2639857,Party Over Here,2003,Boom Bap / Gangsta,7837,105456
1731044,It's Alright Now,1999,Neo Soul,878,61430
2317354,One More Song,1980,Pop Rock,1005,350510
1147157,Ain't No Body,2001,n/a,100310,973266
2947762,Mr. Hiccup,2004,n/a,251782,2298030
199239,"Don't Look Behind ""U""",1998,Hard House,3005,52710
464865,Day By Day,1997,House,930,89103
1068249,I'll Do Anything For You / Feel The Groove,1991,n/a,11226,80009
303114,Furious Angels (Remixes),2002,Modern Classical / Breaks / Tech House,157,22969
70718,The Forbidden #1,1998,Hard House / Techno,8860,3347
1863011,Diamond Inside Of You,1988,Fusion / Jazz-Funk / Smooth Jazz,3469,46707
438888,Love Breakdown,1992,House / Downtempo / Breakbeat,1971,7679
509558,Gunfire,2005,Hardstyle,19481,195327
153628,The Return Of Nothing,1999,Progressive House / Tech House,13349,6431
32043,Overdrive,1999,Trance,1311,566273
2902882,Restless For Your Touch,1988,n/a,53420,2372332
2902882,Restless For Your Touch,1988,n/a,53420,2372332
562802,Give Me The Light / Like Glue,2002,Dancehall,14280,111502
137328,I Am,2000,Progressive House / Progressive Trance,57084,103567
120906,Eternity,2003,Trance,2747,28619
1467240,Drifter (The Remix),2008,n/a,796,341735
1467240,Drifter (The Remix),2008,n/a,796,341735
1837200,Jimmy Choo,2004,n/a,179100,150136
1427,Creepers / Global,1999,Drum n Bass,115,1983
306965,Ya'll Don't Wanna B/W Do It Real Big,2001,n/a,1216,186300
2850618,"Me, My Baby, & My Cadillac",2006,n/a,750,53127
713198,Not Like It Was / Unfucwitable,2002,Thug Rap,64395,132084
1020374,No Puedo Mas,1995,Eurodance,37378,985333
1587332,Space Cowboy,2005,House,31623,31742
2731086,Good Life,2001,n/a,1723,234143
1782,Bubbles / Recess,2000,Drum n Bass,479,1727
235523,Justice Time Remixes,2001,Drum n Bass,15797,127360
703625,5 Dollars,2004,RnB/Swing,1866,551597
137632,Take Control (Part Two),1998,House / UK Garage,1169,1782
6684460,Gonna Make It,1997,Progressive House,29074,4359
170725,Shout,1996,House,1866,10993
2030006,Annihilate / Minus Ten,1999,Drum n Bass,5757,199662
776923,Chicky Disko,1996,House,71058,606706
13952,Just Do What U Do,2001,Drum n Bass,526,12904
165395,Rockitt,1999,Progressive House / Tech House,38012,43293
321442,Break The Silence,2000,Trance,28697,23178
1025062,No Daddy,2005,Contemporary R&B,9433,410675
1025062,No Daddy,2005,Contemporary R&B,9433,410675
1241822,Patiently,1999,n/a,157,223614
22432,Wet EP,2000,Breakbeat,4137,2868
547348,Doo Be La Dee,1998,House / Speed Garage,5410,125896
4529069,You's A / Smoke Out,1998,n/a,19585,45095
3920527,Truth (Re-mix) / I'm Not U,n/a,Gangsta,174337,114919
3487636,Desire,1988,Pop Rock,8377,6520
2175837,Get Silly / We Ridin',2007,n/a,1000,190696
946140,Songs In A Minor,2001,RnB/Swing / Neo Soul,7837,38905
6266109,Five Special,1979,Disco,651,75920
96792,I Am Here,2002,Hard Trance,5920,167471
188914,Platinum,1999,House / Trance,1304,26809
430551,We Belong,1999,Trance,3251,64334
131400,Funky Horn,1999,Hard Trance / Trance,2980,11789
213287,Moonraker / Studio 54,2003,Drum n Bass,5806,87117
1018271,Baby Your Love,1996,Italodance,14929,234158
2032937,Save The Best For Last / Heaven For Everyone,1996,Euro House / Trance,8693,142169
12282,The Key,2001,Trance,2181,11815
76643,Phosphene / Borealis,1999,Trance,3667,60524
191313,The Possession EP,n/a,Hard Trance,1172,101648
491432,Hyperharmonic,2002,Progressive House / Tribal,517,39120
815847,I Have A Dream,2003,Hard Trance,11030,104386
815847,I Have A Dream,2003,Hard Trance,11030,104386
302383,On My Way,1999,Trance / Progressive Trance,940,10754
347356,Blame It On The Rain,1989,Synth-pop,2928,22193
498769,Confidence / Professional Experts / Dat Ass,2005,n/a,19776,18310
17941,Don't Believe / Stick Up Kid,1997,Drum n Bass,478,2331
2213938,Holiday (Jason Nevins Mixes),1999,n/a,362,7686
1695654,In The Darkness,2002,Hard House / Hard Trance,7274,41803
456987,Cold Hearted,1989,Synth-pop,750,67260
702148,Clubsoundz EP,1999,House / Progressive House,45325,87178
483827,Loading,2000,Techno,13499,9275
3768619,Chinese Wall,1984,Pop Rock / Synth-pop,1866,157277
485457,Sex On The Streets,1995,House,40,9592
151920,Prophecy / Bodyrock,2000,Hard Trance,4119,20445
963054,Lovebreak,1997,House / Speed Garage,7720,322767
289788,The Angels Are Waiting To Dance.,2001,Breakbeat / Breaks,22485,183335
41821,Mindscape,2000,Progressive Trance / Progressive House,2946,141980
1512196,I Wish (Dance Mixes),2000,Breakbeat / House / Drum n Bass,2186,14646
476265,Make Some Noise For My DJ,2002,Hard House,43996,49099
77326,Criminal Record,2002,Hard House,1931,112891
1536238,Window Pane,1992,Alternative Rock / Indie Rock / Breakbeat,1952,259596
130795,Respect,1988,n/a,9176,21910
306705,Hypnotized / Tripnotized,2000,Hard Trance,9014,97243
1444919,Yellow Bottle / Strip Club,2005,n/a,654,212524
117833,Move Your Feet,1991,Techno,1370,39028
15939,Whatcha Got To Say / Feels So Strong,2000,House / Deep House,312,12528
754225,Girl At Her Volcano,1983,Vocal / Pop Rock,1000,107102
351334,Hard On Motion,2001,Hard House,5893,98062
136259,Outstanding,1990,n/a,2739,45044
70718,The Forbidden #1,1998,Hard House / Techno,8860,3347
1994211,Paradiso Rush,2001,Trance / Progressive Trance,421383,13850
22843,Paradiso Rush,2001,Trance / Progressive Trance,421383,13850
933334,Keep The Frequency Clear,1998,Hard House,1672,16019
126101,Pleasure Me,2002,Progressive House / Progressive Trance,9833,91977
38638,Chocolate & Peanut Butter,1994,House,3563,162862
449688,P.A.S.S.I.O.N.,1991,House / Synth-pop / RnB/Swing,41671,332850
10505928,Another Day In Paradise,1990,Downtempo,83074,1278400
41236,Watchin You (Hydrogen Rockers Remixes),2002,Progressive House / Tech House,862,17126
1031504,Expression / Clubhouse,1989,n/a,2036,38379
53693,Tec It,2002,Hard House,6897,63211
128760,Ain't No Need To Hide,1997,House / UK Garage / Speed Garage,1951,9179
145872,Prayer,2002,Trance / Progressive Trance,28607,25136
1056826,Let's Runaway,2002,Trance / Progressive Trance,93896,895015
899825,Heart,2004,House,8371,171317
406516,Keep Hope Alive,1995,House,3517,27425
124371,Make It Mine,1992,House / Techno,1005,7297
34438,Cuba Libre!,1999,Techno,3088,14277
835587,On Stage / Get Up On This,1988,Hip-House,2186,22194
1799996,Best Kept Secret,1983,Pop Rock,5761,32411
1799996,Best Kept Secret,1983,Pop Rock,5761,32411
227313,Planet Earth,2000,Trance,2973,80787
567733,Silver City Remix EP,2005,House / Deep House / Tech House,15,13359
795952,Elec-Disco,2006,Progressive House,18404,165180
1029273,Men And Women,1987,Pop Rock / Downtempo / Synth-pop,651,6518
68617,The Phat Lip E.P.,2000,Progressive House / Tech House,426,14405
953413,Margarita,2006,RnB/Swing / Pop Rap,607214,53127
